time,gFx,gFy,gFz,TgF
88.727900539,-0.0785,0.6377,-0.6675,0.927
89.72841882,0.0515,1.0021,-0.8358,1.306
90.728416007,0.1838,0.6558,-0.7455,1.010
91.728864704,-0.0605,0.6738,-0.6795,0.959
92.729405798,-0.0765,0.7318,-0.7275,1.035
93.729411631,0.3699,0.6397,-0.6515,0.985
94.730052203,0.2819,0.7378,-0.7918,1.118
95.731692567,-0.1306,0.6598,-0.7235,0.988
96.734947515,0.1598,0.5657,-0.6575,0.882
97.7371434,0.1438,0.6938,-0.6795,0.982
98.739155431,-0.0565,0.6277,-0.5875,0.862
99.74123642,-0.1466,0.7258,-0.7035,1.021
100.732592461,0.1378,0.6077,-0.6335,0.889
101.733606732,0.0175,0.6858,-0.7455,1.013
102.73393694,-0.0865,0.6397,-0.7798,1.012
103.734165273,0.1558,0.5977,-0.6495,0.896
104.734542981,-0.0745,0.6618,-0.6935,0.961
105.734741991,-0.2246,0.6037,-0.6515,0.916
106.735080584,-0.0925,0.6718,-0.7355,1.000
107.735403188,0.0095,0.6457,-0.7295,0.974
108.735726625,-0.1265,0.8838,-0.6175,1.086
109.735809854,-0.0065,0.6958,-0.4294,0.818
110.737143082,-0.6868,-2.0961,0.7713,2.337
111.737304853,-0.0445,0.0353,0.6853,0.688
