gFx,gFy,gFz,label,gFx_diff,gFy_diff,gFz_diff
-0.0905,0.8878,-0.4314,kneeling,-0.0020000000000000018,-0.014000000000000012,0.0
-0.0905,0.8738,-0.4314,kneeling,0.0,-0.014000000000000012,0.0
-0.0925,0.8618,-0.4314,kneeling,-0.0020000000000000018,-0.01200000000000001,0.0
-0.0965,0.8458,-0.4314,kneeling,-0.0040000000000000036,-0.016000000000000014,0.0
-0.0985,0.8318,-0.4314,kneeling,-0.0020000000000000018,-0.014000000000000012,0.0
-0.1005,0.8238,-0.4314,kneeling,-0.0020000000000000018,-0.008000000000000007,0.0
-0.1025,0.8118,-0.4294,kneeling,-0.001999999999999988,-0.01200000000000001,0.0020000000000000018
-0.1045,0.7958,-0.4294,kneeling,-0.0020000000000000018,-0.016000000000000014,0.0
-0.1065,0.7818,-0.4274,kneeling,-0.0020000000000000018,-0.013999999999999901,0.0020000000000000018
-0.1105,0.7678,-0.4254,kneeling,-0.0040000000000000036,-0.014000000000000012,0.0020000000000000018
-0.1125,0.7538,-0.4234,kneeling,-0.0020000000000000018,-0.014000000000000012,0.0020000000000000018
-0.1165,0.7438,-0.4214,kneeling,-0.0040000000000000036,-0.010000000000000009,0.0020000000000000018
-0.1185,0.7318,-0.4214,kneeling,-0.001999999999999988,-0.01200000000000001,0.0
-0.1185,0.7238,-0.4214,kneeling,0.0,-0.008000000000000007,0.0
-0.1225,0.7158,-0.4214,kneeling,-0.0040000000000000036,-0.008000000000000007,0.0
-0.1225,0.7078,-0.4234,kneeling,0.0,-0.008000000000000007,-0.0020000000000000018
-0.1265,0.7018,-0.4234,kneeling,-0.0040000000000000036,-0.006000000000000005,0.0
-0.1265,0.6978,-0.4254,kneeling,0.0,-0.0040000000000000036,-0.0020000000000000018
-0.1285,0.6918,-0.4274,kneeling,-0.0020000000000000018,-0.006000000000000005,-0.0020000000000000018
-0.1265,0.6878,-0.4274,kneeling,0.0020000000000000018,-0.0040000000000000036,0.0
-0.1285,0.6858,-0.4314,kneeling,-0.0020000000000000018,-0.0020000000000000018,-0.0040000000000000036
-0.1285,0.6838,-0.4334,kneeling,0.0,-0.0020000000000000018,-0.0020000000000000018
-0.1285,0.6838,-0.4354,kneeling,0.0,0.0,-0.0020000000000000018
-0.1285,0.6838,-0.4374,kneeling,0.0,0.0,-0.0020000000000000018
-0.1285,0.6858,-0.4394,kneeling,0.0,0.0020000000000000018,-0.0020000000000000018
-0.1285,0.6878,-0.4414,kneeling,0.0,0.0020000000000000018,-0.0020000000000000018
-0.1265,0.6898,-0.4394,kneeling,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018
-0.1265,0.6918,-0.4414,kneeling,0.0,0.0020000000000000018,-0.0020000000000000018
-0.1245,0.6958,-0.4394,kneeling,0.0020000000000000018,0.0040000000000000036,0.0020000000000000018
-0.1245,0.6978,-0.4394,kneeling,0.0,0.0020000000000000018,0.0
-0.1225,0.6998,-0.4374,kneeling,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018
-0.1185,0.7018,-0.4374,kneeling,0.0040000000000000036,0.0020000000000000018,0.0
-0.1165,0.7018,-0.4354,kneeling,0.001999999999999988,0.0,0.0020000000000000018
-0.1145,0.7018,-0.4354,kneeling,0.0020000000000000018,0.0,0.0
-0.1105,0.7038,-0.4354,kneeling,0.0040000000000000036,0.0020000000000000018,0.0
-0.1085,0.7078,-0.4334,kneeling,0.0020000000000000018,0.0040000000000000036,0.0020000000000000018
-0.1065,0.7058,-0.4334,kneeling,0.0020000000000000018,-0.0020000000000000018,0.0
-0.1025,0.7058,-0.4334,kneeling,0.0040000000000000036,0.0,0.0
-0.1025,0.7098,-0.4314,kneeling,0.0,0.0040000000000000036,0.0020000000000000018
-0.1005,0.7118,-0.4314,kneeling,0.001999999999999988,0.0020000000000000018,0.0
-0.0965,0.7158,-0.4314,kneeling,0.0040000000000000036,0.0040000000000000036,0.0
-0.0925,0.7178,-0.4314,kneeling,0.0040000000000000036,0.0020000000000000018,0.0
-0.0925,0.7198,-0.4294,kneeling,0.0,0.0020000000000000018,0.0020000000000000018
-0.0905,0.7218,-0.4314,kneeling,0.0020000000000000018,0.0020000000000000018,-0.0020000000000000018
-0.0885,0.7258,-0.4314,kneeling,0.0020000000000000018,0.0040000000000000036,0.0
-0.0885,0.7318,-0.4314,kneeling,0.0,0.006000000000000005,0.0
-0.0885,0.7358,-0.4314,kneeling,0.0,0.0040000000000000036,0.0
-0.0885,0.7398,-0.4314,kneeling,0.0,0.0040000000000000036,0.0
-0.0905,0.7438,-0.4334,kneeling,-0.0020000000000000018,0.0040000000000000036,-0.0020000000000000018
-0.0905,0.7518,-0.4314,kneeling,0.0,0.008000000000000007,0.0020000000000000018
-0.0925,0.7578,-0.4334,kneeling,-0.0020000000000000018,0.006000000000000005,-0.0020000000000000018
-0.0925,0.7618,-0.4314,kneeling,0.0,0.0040000000000000036,0.0020000000000000018
-0.0945,0.7678,-0.4314,kneeling,-0.0020000000000000018,0.006000000000000005,0.0
-0.0945,0.7698,-0.4314,kneeling,0.0,0.0020000000000000018,0.0
-0.0945,0.7718,-0.4314,kneeling,0.0,0.0020000000000000018,0.0
-0.0985,0.7738,-0.4314,kneeling,-0.0040000000000000036,0.0020000000000000018,0.0
-0.1005,0.7738,-0.4314,kneeling,-0.0020000000000000018,0.0,0.0
-0.0985,0.7758,-0.4314,kneeling,0.0020000000000000018,0.0020000000000000018,0.0
-0.0985,0.7738,-0.4314,kneeling,0.0,-0.0020000000000000018,0.0
-0.1025,0.7718,-0.4314,kneeling,-0.00399999999999999,-0.0020000000000000018,0.0
-0.1045,0.7718,-0.4274,kneeling,-0.0020000000000000018,0.0,0.0040000000000000036
-0.1065,0.7698,-0.4274,kneeling,-0.0020000000000000018,-0.0020000000000000018,0.0
-0.1105,0.7698,-0.4254,kneeling,-0.0040000000000000036,0.0,0.0020000000000000018
-0.1125,0.7678,-0.4234,kneeling,-0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018
-0.1145,0.7658,-0.4194,kneeling,-0.0020000000000000018,-0.0020000000000000018,0.0040000000000000036
-0.1165,0.7638,-0.4174,kneeling,-0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018
-0.1205,0.7618,-0.4174,kneeling,-0.00399999999999999,-0.0020000000000000018,0.0
-0.1225,0.7578,-0.4174,kneeling,-0.0020000000000000018,-0.0040000000000000036,0.0
-0.1245,0.7538,-0.4154,kneeling,-0.0020000000000000018,-0.0040000000000000036,0.0020000000000000018
-0.1265,0.7518,-0.4134,kneeling,-0.0020000000000000018,-0.0020000000000000018,0.0020000000000000018
-0.1285,0.7478,-0.4134,kneeling,-0.0020000000000000018,-0.0040000000000000036,0.0
-0.1285,0.7438,-0.4114,kneeling,0.0,-0.0040000000000000036,0.0020000000000000018
-0.1306,0.7378,-0.4114,kneeling,-0.0020999999999999908,-0.006000000000000005,0.0
-0.1326,0.7318,-0.4114,kneeling,-0.0020000000000000018,-0.006000000000000005,0.0
-0.1306,0.7278,-0.4094,kneeling,0.0020000000000000018,-0.0040000000000000036,0.0020000000000000018
-0.1306,0.7238,-0.4074,kneeling,0.0,-0.0040000000000000036,0.0020000000000000018
-0.1285,0.7218,-0.4054,kneeling,0.0020999999999999908,-0.0020000000000000018,0.0020000000000000018
-0.1285,0.7178,-0.4054,kneeling,0.0,-0.0040000000000000036,0.0
-0.1285,0.7158,-0.4034,kneeling,0.0,-0.0020000000000000018,0.0020000000000000018
-0.1285,0.7138,-0.4034,kneeling,0.0,-0.0020000000000000018,0.0
-0.1285,0.7118,-0.4054,kneeling,0.0,-0.0020000000000000018,-0.0020000000000000018
-0.1285,0.7078,-0.4074,kneeling,0.0,-0.0040000000000000036,-0.0020000000000000018
-0.1285,0.7058,-0.4054,kneeling,0.0,-0.0020000000000000018,0.0020000000000000018
-0.1285,0.7058,-0.4054,kneeling,0.0,0.0,0.0
-0.1285,0.7018,-0.4074,kneeling,0.0,-0.0040000000000000036,-0.0020000000000000018
-0.1285,0.6998,-0.4074,kneeling,0.0,-0.0020000000000000018,0.0
-0.1265,0.6978,-0.4094,kneeling,0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018
-0.1265,0.6958,-0.4094,kneeling,0.0,-0.0020000000000000018,0.0
-0.1245,0.6958,-0.4094,kneeling,0.0020000000000000018,0.0,0.0
-0.1245,0.6938,-0.4074,kneeling,0.0,-0.0020000000000000018,0.0020000000000000018
-0.1245,0.6918,-0.4094,kneeling,0.0,-0.0020000000000000018,-0.0020000000000000018
-0.1265,0.6898,-0.4094,kneeling,-0.0020000000000000018,-0.0020000000000000018,0.0
-0.1265,0.6918,-0.4094,kneeling,0.0,0.0020000000000000018,0.0
-0.1245,0.6918,-0.4094,kneeling,0.0020000000000000018,0.0,0.0
-0.1265,0.6898,-0.4094,kneeling,-0.0020000000000000018,-0.0020000000000000018,0.0
-0.1285,0.6898,-0.4094,kneeling,-0.0020000000000000018,0.0,0.0
-0.1285,0.6918,-0.4094,kneeling,0.0,0.0020000000000000018,0.0
-0.1285,0.6918,-0.4114,kneeling,0.0,0.0,-0.0020000000000000018
-0.1285,0.6918,-0.4094,kneeling,0.0,0.0,0.0020000000000000018
-0.1285,0.6918,-0.4114,kneeling,0.0,0.0,-0.0020000000000000018
-0.1285,0.6898,-0.4134,kneeling,0.0,-0.0020000000000000018,-0.0020000000000000018
-0.1285,0.6898,-0.4154,kneeling,0.0,0.0,-0.0020000000000000018
-0.1285,0.6898,-0.4174,kneeling,0.0,0.0,-0.0020000000000000018
-0.1306,0.6898,-0.4154,kneeling,-0.0020999999999999908,0.0,0.0020000000000000018
-0.1306,0.6878,-0.4154,kneeling,0.0,-0.0020000000000000018,0.0
-0.1306,0.6878,-0.4154,kneeling,0.0,0.0,0.0
-0.1346,0.6878,-0.4154,kneeling,-0.0040000000000000036,0.0,0.0
-0.1366,0.6878,-0.4154,kneeling,-0.0020000000000000018,0.0,0.0
-0.1386,0.6878,-0.4134,kneeling,-0.0020000000000000018,0.0,0.0020000000000000018
-0.1386,0.6878,-0.4134,kneeling,0.0,0.0,0.0
-0.1386,0.6878,-0.4114,kneeling,0.0,0.0,0.0020000000000000018
-0.1386,0.6878,-0.4134,kneeling,0.0,0.0,-0.0020000000000000018
-0.1386,0.6878,-0.4114,kneeling,0.0,0.0,0.0020000000000000018
-0.1366,0.6858,-0.4114,kneeling,0.0020000000000000018,-0.0020000000000000018,0.0
-0.1366,0.6838,-0.4114,kneeling,0.0,-0.0020000000000000018,0.0
-0.1366,0.6838,-0.4114,kneeling,0.0,0.0,0.0
-0.1346,0.6838,-0.4114,kneeling,0.0020000000000000018,0.0,0.0
-0.1346,0.6838,-0.4134,kneeling,0.0,0.0,-0.0020000000000000018
-0.1346,0.6818,-0.4134,kneeling,0.0,-0.0020000000000000018,0.0
-0.1326,0.6818,-0.4134,kneeling,0.0020000000000000018,0.0,0.0
-0.1326,0.6818,-0.4134,kneeling,0.0,0.0,0.0
-0.1346,0.6818,-0.4114,kneeling,-0.0020000000000000018,0.0,0.0020000000000000018
-0.1346,0.6818,-0.4114,kneeling,0.0,0.0,0.0
-0.1366,0.6818,-0.4114,kneeling,-0.0020000000000000018,0.0,0.0
-0.1366,0.6818,-0.4114,kneeling,0.0,0.0,0.0
-0.1366,0.6838,-0.4114,kneeling,0.0,0.0020000000000000018,0.0
-0.1366,0.6838,-0.4114,kneeling,0.0,0.0,0.0
-0.1366,0.6838,-0.4194,kneeling,0.0,0.0,-0.008000000000000007
-0.1386,0.6838,-0.4114,kneeling,-0.0020000000000000018,0.0,0.008000000000000007
-0.1386,0.6858,-0.4134,kneeling,0.0,0.0020000000000000018,-0.0020000000000000018
-0.1386,0.6858,-0.4134,kneeling,0.0,0.0,0.0
-0.1386,0.6858,-0.4154,kneeling,0.0,0.0,-0.0020000000000000018
-0.1386,0.6858,-0.4154,kneeling,0.0,0.0,0.0
-0.1386,0.6838,-0.4154,kneeling,0.0,-0.0020000000000000018,0.0
-0.1366,0.6858,-0.4154,kneeling,0.0020000000000000018,0.0020000000000000018,0.0
-0.1366,0.6858,-0.4154,kneeling,0.0,0.0,0.0
-0.1386,0.6838,-0.4174,kneeling,-0.0020000000000000018,-0.0020000000000000018,-0.0020000000000000018
-0.1386,0.6838,-0.4154,kneeling,0.0,0.0,0.0020000000000000018
-0.1426,0.6818,-0.4154,kneeling,-0.0040000000000000036,-0.0020000000000000018,0.0
-0.1426,0.6838,-0.4154,kneeling,0.0,0.0020000000000000018,0.0
-0.1466,0.6838,-0.4154,kneeling,-0.0040000000000000036,0.0,0.0
-0.1486,0.6838,-0.4154,kneeling,-0.0020000000000000018,0.0,0.0
-0.1506,0.6838,-0.4154,kneeling,-0.0020000000000000018,0.0,0.0
-0.1546,0.6838,-0.4174,kneeling,-0.003999999999999976,0.0,-0.0020000000000000018
-0.1546,0.6838,-0.4154,kneeling,0.0,0.0,0.0020000000000000018
-0.1586,0.6838,-0.4174,kneeling,-0.0040000000000000036,0.0,-0.0020000000000000018
-0.1606,0.6858,-0.4174,kneeling,-0.0020000000000000018,0.0020000000000000018,0.0
-0.1626,0.6858,-0.4154,kneeling,-0.0020000000000000018,0.0,0.0020000000000000018
-0.1646,0.6858,-0.4174,kneeling,-0.0020000000000000018,0.0,-0.0020000000000000018
-0.1646,0.6858,-0.4174,kneeling,0.0,0.0,0.0
-0.1666,0.6838,-0.4174,kneeling,-0.0020000000000000018,-0.0020000000000000018,0.0
-0.1666,0.6838,-0.4174,kneeling,0.0,0.0,0.0
-0.1666,0.6838,-0.4174,kneeling,0.0,0.0,0.0
-0.1666,0.6838,-0.4174,kneeling,0.0,0.0,0.0
-0.1666,0.6838,-0.4174,kneeling,0.0,0.0,0.0
-0.1646,0.6838,-0.4174,kneeling,0.0020000000000000018,0.0,0.0
-0.1646,0.6858,-0.4194,kneeling,0.0,0.0020000000000000018,-0.0020000000000000018
-0.1666,0.6878,-0.4294,kneeling,-0.0020000000000000018,0.0020000000000000018,-0.010000000000000009
-0.1686,0.6998,-0.4394,kneeling,-0.0020000000000000018,0.01200000000000001,-0.010000000000000009
-0.1726,0.7118,-0.4434,kneeling,-0.0040000000000000036,0.01200000000000001,-0.0040000000000000036
-0.1746,0.7298,-0.4454,kneeling,-0.0020000000000000018,0.018000000000000016,-0.0020000000000000018
-0.1706,0.8518,-0.4474,kneeling,0.0040000000000000036,0.122,-0.0020000000000000018
-0.1666,0.8658,-0.4514,kneeling,0.0040000000000000036,0.014000000000000012,-0.0040000000000000036
-0.1726,0.8718,-0.4514,kneeling,-0.006000000000000005,0.006000000000000005,0.0
-0.1766,0.8738,-0.4474,kneeling,-0.0040000000000000036,0.0020000000000000018,0.0040000000000000036
-0.1806,0.8738,-0.4434,kneeling,-0.0040000000000000036,0.0,0.0040000000000000036
-0.1826,0.8678,-0.4374,kneeling,-0.0020000000000000018,-0.006000000000000005,0.006000000000000005
-0.1846,0.8598,-0.4354,kneeling,-0.001999999999999974,-0.008000000000000007,0.0020000000000000018
-0.1866,0.8478,-0.4354,kneeling,-0.0020000000000000018,-0.01200000000000001,0.0
-0.1866,0.8378,-0.4354,kneeling,0.0,-0.010000000000000009,0.0
-0.1906,0.8298,-0.4374,kneeling,-0.0040000000000000036,-0.008000000000000007,-0.0020000000000000018
-0.1906,0.8218,-0.4394,kneeling,0.0,-0.008000000000000007,-0.0020000000000000018
-0.1906,0.8198,-0.4414,kneeling,0.0,-0.0020000000000000018,-0.0020000000000000018
-0.1906,0.8158,-0.4414,kneeling,0.0,-0.0040000000000000036,0.0
-0.1906,0.8198,-0.4414,kneeling,0.0,0.0040000000000000036,0.0
-0.1906,0.8218,-0.4434,kneeling,0.0,0.0020000000000000018,-0.0020000000000000018
-0.1926,0.8238,-0.4454,kneeling,-0.0020000000000000018,0.0020000000000000018,-0.0020000000000000018
-0.1946,0.8278,-0.4454,kneeling,-0.0020000000000000018,0.0040000000000000036,0.0
-0.1946,0.8278,-0.4454,kneeling,0.0,0.0,0.0
-0.1946,0.8278,-0.4434,kneeling,0.0,0.0,0.0020000000000000018
-0.1946,0.8278,-0.4434,kneeling,0.0,0.0,0.0
-0.1946,0.8258,-0.4434,kneeling,0.0,-0.0020000000000000018,0.0
-0.1946,0.8238,-0.4454,kneeling,0.0,-0.0020000000000000018,-0.0020000000000000018
-0.1946,0.8198,-0.4474,kneeling,0.0,-0.0040000000000000036,-0.0020000000000000018
-0.1926,0.8158,-0.4494,kneeling,0.0020000000000000018,-0.0040000000000000036,-0.0020000000000000018
-0.1926,0.8078,-0.4514,kneeling,0.0,-0.008000000000000007,-0.0020000000000000018
-0.1926,0.7998,-0.4534,kneeling,0.0,-0.008000000000000007,-0.0020000000000000018
-0.1926,0.7898,-0.4554,kneeling,0.0,-0.010000000000000009,-0.0020000000000000018
-0.1926,0.7798,-0.4574,kneeling,0.0,-0.009999999999999898,-0.0019999999999999463
-0.1926,0.7718,-0.4594,kneeling,0.0,-0.008000000000000007,-0.0020000000000000018
-0.1906,0.7618,-0.4634,kneeling,0.0020000000000000018,-0.010000000000000009,-0.0040000000000000036
-0.1906,0.7518,-0.4654,kneeling,0.0,-0.010000000000000009,-0.0020000000000000018
-0.1906,0.7438,-0.4654,kneeling,0.0,-0.008000000000000007,0.0
-0.1906,0.7378,-0.4654,kneeling,0.0,-0.006000000000000005,0.0
-0.1926,0.7298,-0.4634,kneeling,-0.0020000000000000018,-0.008000000000000007,0.0020000000000000018
-0.1906,0.7218,-0.4654,kneeling,0.0020000000000000018,-0.008000000000000007,-0.0020000000000000018
-0.1926,0.7118,-0.4674,kneeling,-0.0020000000000000018,-0.010000000000000009,-0.0020000000000000018
-0.1926,0.7018,-0.4654,kneeling,0.0,-0.010000000000000009,0.0020000000000000018
-0.1926,0.6918,-0.4654,kneeling,0.0,-0.010000000000000009,0.0
-0.1926,0.6818,-0.4654,kneeling,0.0,-0.010000000000000009,0.0
-0.1946,0.6698,-0.4654,kneeling,-0.0020000000000000018,-0.01200000000000001,0.0
-0.1946,0.6598,-0.4694,kneeling,0.0,-0.009999999999999898,-0.0040000000000000036
-0.1986,0.6477,-0.4734,kneeling,-0.0040000000000000036,-0.0121,-0.0040000000000000036
-0.2006,0.6397,-0.4794,kneeling,-0.0020000000000000018,-0.008000000000000007,-0.006000000000000005
-0.2066,0.6337,-0.4874,kneeling,-0.006000000000000005,-0.006000000000000005,-0.008000000000000007
-0.2126,0.6277,-0.4954,kneeling,-0.006000000000000005,-0.006000000000000005,-0.008000000000000007
-0.2166,0.6257,-0.5014,kneeling,-0.003999999999999976,-0.0020000000000000018,-0.00599999999999995
-0.2246,0.6237,-0.5094,kneeling,-0.008000000000000007,-0.0020000000000000018,-0.008000000000000007
-0.2306,0.6237,-0.5174,kneeling,-0.006000000000000005,0.0,-0.008000000000000007
-0.2366,0.6237,-0.5255,kneeling,-0.006000000000000005,0.0,-0.008099999999999996
-0.2406,0.6277,-0.5315,kneeling,-0.0040000000000000036,0.0040000000000000036,-0.006000000000000005
-0.2446,0.6277,-0.5375,kneeling,-0.0040000000000000036,0.0,-0.006000000000000005
-0.2466,0.6297,-0.5415,kneeling,-0.0020000000000000018,0.0020000000000000018,-0.0040000000000000036
-0.2486,0.6277,-0.5475,kneeling,-0.001999999999999974,-0.0020000000000000018,-0.006000000000000005
-0.2526,0.6277,-0.5535,kneeling,-0.0040000000000000036,0.0,-0.006000000000000005
-0.2546,0.6297,-0.5595,kneeling,-0.0020000000000000018,0.0020000000000000018,-0.006000000000000005
-0.2546,0.6297,-0.5655,kneeling,0.0,0.0,-0.006000000000000005
-0.2526,0.6297,-0.5715,kneeling,0.0020000000000000018,0.0,-0.006000000000000005
-0.2526,0.6297,-0.5755,kneeling,0.0,0.0,-0.0040000000000000036
-0.2526,0.6297,-0.5795,kneeling,0.0,0.0,-0.0040000000000000036
-0.2506,0.6277,-0.5835,kneeling,0.0020000000000000018,-0.0020000000000000018,-0.0040000000000000036
-0.2506,0.6277,-0.5835,kneeling,0.0,0.0,0.0
-0.2486,0.6277,-0.5875,kneeling,0.0020000000000000018,0.0,-0.0040000000000000036
-0.2466,0.6237,-0.5915,kneeling,0.001999999999999974,-0.0040000000000000036,-0.0040000000000000036
-0.2446,0.6197,-0.5955,kneeling,0.0020000000000000018,-0.0040000000000000036,-0.0040000000000000036
-0.2406,0.6157,-0.5995,kneeling,0.0040000000000000036,-0.0040000000000000036,-0.0040000000000000036
-0.2386,0.6137,-0.6055,kneeling,0.0020000000000000018,-0.0020000000000000018,-0.006000000000000005
-0.2366,0.6097,-0.6115,kneeling,0.0020000000000000018,-0.0040000000000000036,-0.006000000000000005
-0.2346,0.6097,-0.6155,kneeling,0.0020000000000000018,0.0,-0.0040000000000000036
-0.2346,0.6057,-0.6195,kneeling,0.0,-0.0040000000000000036,-0.0040000000000000036
-0.2306,0.6037,-0.6215,kneeling,0.0040000000000000036,-0.0020000000000000018,-0.0020000000000000018
-0.2286,0.5997,-0.6255,kneeling,0.0020000000000000018,-0.0040000000000000036,-0.0039999999999998925
-0.2266,0.5957,-0.6315,kneeling,0.0020000000000000018,-0.0040000000000000036,-0.006000000000000005
