time,gFx,gFy,gFz,TgF
06:33:35:0,0.0035,0.1416,0.6012,0.62
06:33:35:0,0.0235,0.1436,0.5452,0.56
06:33:35:0,0.0355,0.1556,0.4132,0.44
06:33:35:0,0.0475,0.1856,0.4292,0.47
06:33:35:0,0.0475,0.2216,0.4612,0.51
06:33:35:0,0.0375,0.2576,0.4952,0.56
06:33:35:0,0.0275,0.4097,0.5252,0.67
06:33:35:0,0.0215,0.4297,0.6573,0.79
06:33:35:0,0.0175,0.4497,0.6613,0.80
06:33:35:0,0.0175,0.4657,0.6613,0.81
06:33:35:0,0.0235,0.4757,0.6533,0.81
06:33:35:0,0.0315,0.4797,0.6412,0.80
06:33:35:0,0.0435,0.4777,0.6272,0.79
06:33:35:0,0.0615,0.4677,0.6172,0.78
06:33:35:0,0.0815,0.4557,0.6092,0.77
06:33:35:0,0.1055,0.4397,0.6032,0.75
06:33:35:0,0.1318,0.4197,0.6032,0.75
06:33:35:0,0.2619,0.3977,0.6032,0.77
06:33:35:1,0.2899,0.3756,0.6032,0.77
06:33:35:1,0.3219,0.3516,0.6052,0.77
06:33:35:1,0.3519,0.3336,0.6092,0.78
06:33:35:1,0.4859,0.3236,0.6172,0.85
06:33:35:1,0.5019,0.3176,0.6272,0.86
06:33:35:1,0.5200,0.3176,0.6392,0.88
06:33:35:1,0.5320,0.3196,0.6533,0.90
06:33:35:1,0.5360,0.3296,0.6653,0.92
06:33:35:1,0.5300,0.3376,0.6773,0.92
06:33:35:1,0.5220,0.3496,0.6893,0.93
06:33:35:1,0.5079,0.3596,0.6953,0.93
06:33:35:1,0.4939,0.3636,0.6973,0.93
06:33:35:1,0.4739,0.3676,0.6973,0.92
06:33:35:1,0.4519,0.3636,0.6933,0.90
06:33:35:1,0.4299,0.3596,0.6873,0.89
06:33:35:1,0.4079,0.3496,0.6793,0.87
06:33:35:1,0.3879,0.3396,0.6653,0.84
06:33:35:1,0.3679,0.3316,0.6513,0.82
06:33:35:1,0.3559,0.3136,0.6332,0.79
06:33:35:1,0.3419,0.3036,0.6132,0.76
06:33:35:2,0.3199,0.2956,0.5972,0.74
06:33:35:2,0.1978,0.2956,0.5852,0.68
06:33:35:2,0.1778,0.3036,0.5812,0.68
06:33:35:2,0.1578,0.3156,0.5792,0.68
06:33:35:2,0.1438,0.3296,0.5852,0.69
06:33:35:2,0.1358,0.3436,0.5912,0.70
06:33:35:2,0.1258,0.3656,0.6012,0.71
06:33:35:2,0.1238,0.3856,0.6072,0.73
06:33:35:2,0.1278,0.4057,0.6152,0.75
06:33:35:2,0.1358,0.4277,0.6232,0.77
06:33:35:2,0.1438,0.4437,0.6292,0.78
06:33:35:2,0.1518,0.4577,0.6392,0.80
06:33:35:2,0.1578,0.4677,0.6533,0.82
06:33:35:2,0.1558,0.4757,0.6693,0.84
06:33:35:2,0.1458,0.4877,0.6833,0.85
06:33:35:2,0.1338,0.4957,0.6973,0.87
06:33:35:2,0.1218,0.4997,0.7113,0.88
06:33:35:2,0.1098,0.5017,0.7313,0.89
06:33:35:2,0.1015,0.4977,0.7433,0.90
06:33:35:2,0.0975,0.4977,0.7393,0.90
06:33:35:3,0.1098,0.5037,0.7253,0.89
06:33:35:3,0.1338,0.5037,0.7113,0.88
06:33:35:3,0.1658,0.4957,0.7113,0.88
06:33:35:3,0.1918,0.4877,0.7153,0.89
06:33:35:3,0.2158,0.4777,0.7213,0.89
06:33:35:3,0.2298,0.4697,0.7293,0.90
06:33:35:3,0.2418,0.4597,0.7393,0.90
06:33:35:3,0.2578,0.4357,0.7413,0.90
06:33:35:3,0.2598,0.4137,0.7393,0.89
06:33:35:3,0.2518,0.3977,0.7273,0.87
06:33:35:3,0.2318,0.3957,0.6933,0.83
06:33:35:3,0.1938,0.4197,0.6513,0.80
06:33:35:3,0.1558,0.4557,0.4652,0.67
06:33:35:3,0.0375,0.4957,0.4052,0.64
06:33:35:3,0.0335,0.6277,0.2051,0.66
06:33:35:3,-2.5302,0.6417,0.1651,2.62
06:33:35:3,-0.7550,0.6778,0.1451,1.02
06:33:35:3,-0.3766,0.8458,-0.0093,0.93
06:33:35:3,-0.1826,0.8718,-0.0433,0.89
06:33:35:4,-0.1426,0.8838,-0.0693,0.90
06:33:35:4,0.0895,0.8578,-0.0853,0.87
06:33:35:4,0.2538,0.8178,-0.0813,0.86
06:33:35:4,0.3119,0.7658,-0.0313,0.83
06:33:35:4,0.4779,0.5897,0.0488,0.76
06:33:35:4,0.4899,0.5637,0.3391,0.82
06:33:35:4,0.4959,0.5337,0.5272,0.90
06:33:35:4,0.4939,0.5077,0.5812,0.92
06:33:35:4,0.4879,0.3836,0.7533,0.98
06:33:35:4,0.4719,0.3816,0.7613,0.97
06:33:35:4,0.4459,0.3917,0.7493,0.96
06:33:35:4,0.4139,0.4117,0.7033,0.91
06:33:35:4,0.3859,0.4277,0.5292,0.78
06:33:35:4,0.2558,0.4457,0.3571,0.63
06:33:35:4,0.2338,0.4657,0.3031,0.60
06:33:35:4,0.2058,0.4897,0.1491,0.55
06:33:35:5,0.1718,0.5137,0.1471,0.56
06:33:35:5,0.0275,0.6277,0.1571,0.65
06:33:35:5,0.0015,0.6357,0.1691,0.66
06:33:35:5,-0.0225,0.6417,0.1811,0.67
06:33:35:5,-0.0445,0.6437,0.1911,0.67
06:33:35:5,-0.0605,0.6477,0.1991,0.68
06:33:35:5,-0.0665,0.6457,0.2091,0.68
06:33:35:5,-0.0665,0.6437,0.2171,0.68
06:33:35:5,-0.0605,0.6417,0.2191,0.68
06:33:35:5,-0.0525,0.6377,0.2191,0.68
06:33:35:5,-0.0365,0.6337,0.2111,0.67
06:33:35:5,-0.0145,0.6297,0.1971,0.66
06:33:35:5,0.0195,0.6277,0.1831,0.65
06:33:35:5,0.1698,0.6277,0.1671,0.67
06:33:35:5,0.2098,0.6257,0.1451,0.68
06:33:35:5,0.3519,0.6257,0.1170,0.73
06:33:35:5,0.3879,0.6277,0.0928,0.74
06:33:35:5,0.4279,0.6317,-0.0113,0.76
06:33:35:5,0.5820,0.6357,-0.0173,0.86
06:33:35:5,0.5940,0.6377,-0.0173,0.87
06:33:35:5,0.5840,0.6397,-0.0173,0.87
06:33:35:5,0.5520,0.6417,-0.0173,0.85
06:33:35:5,0.5059,0.6437,-0.0153,0.82
06:33:35:5,0.3379,0.6417,-0.0093,0.73
06:33:35:6,0.2859,0.6397,-0.0053,0.70
06:33:35:6,0.1035,0.6377,-0.0013,0.65
06:33:35:6,0.0535,0.6397,0.0068,0.64
06:33:35:6,-0.1005,0.6417,0.0168,0.65
06:33:35:6,-0.1225,0.6457,0.0248,0.66
06:33:35:6,-0.1306,0.6497,0.0288,0.66
06:33:35:6,-0.1245,0.6518,0.0328,0.66
06:33:35:6,-0.1085,0.6518,0.0328,0.66
06:33:35:6,-0.0825,0.6538,0.0328,0.66
06:33:35:6,-0.0445,0.6518,0.0288,0.65
06:33:35:6,0.1075,0.6497,0.0228,0.66
06:33:35:6,0.1438,0.6477,0.0108,0.66
06:33:35:6,0.1778,0.6497,-0.0013,0.67
06:33:35:6,0.3079,0.6497,-0.0113,0.72
06:33:35:6,0.3139,0.6578,-0.0313,0.73
06:33:35:6,0.3079,0.6718,-0.0493,0.74
06:33:35:6,0.2959,0.6918,-0.0713,0.76
06:33:35:6,0.2679,0.7158,-0.0933,0.77
06:33:35:6,0.2258,0.8618,-0.1133,0.90
06:33:35:6,0.0775,0.8778,-0.1333,0.89
06:33:35:7,0.0555,0.8878,-0.1533,0.90
06:33:35:7,0.0355,0.8938,-0.1673,0.91
06:33:35:7,0.0215,0.8938,-0.1833,0.91
06:33:35:7,0.0135,0.8758,-0.1973,0.90
06:33:35:7,0.0155,0.8498,-0.2093,0.88
06:33:35:7,0.0275,0.8178,-0.2213,0.85
06:33:35:7,0.0455,0.6838,-0.2333,0.72
06:33:35:7,0.0715,0.6598,-0.2453,0.71
06:33:35:7,0.0955,0.6357,-0.2533,0.69
06:33:35:7,0.1158,0.6197,-0.2593,0.68
06:33:35:7,0.1238,0.6097,-0.2654,0.68
06:33:35:7,0.1258,0.6037,-0.2674,0.67
06:33:35:7,0.1218,0.6017,-0.2674,0.67
06:33:35:7,0.1118,0.6037,-0.2634,0.67
06:33:35:7,0.0995,0.6117,-0.2573,0.67
06:33:35:7,0.0835,0.6257,-0.2473,0.68
06:33:35:7,0.0735,0.6437,-0.2333,0.69
06:33:35:7,0.0715,0.6598,-0.2153,0.70
06:33:35:7,0.0755,0.6738,-0.1973,0.71
06:33:35:7,0.0855,0.6898,-0.1773,0.72
06:33:35:8,0.0995,0.7038,-0.1613,0.73
06:33:35:8,0.1138,0.7198,-0.1433,0.74
06:33:35:8,0.1258,0.7378,-0.1213,0.76
06:33:35:8,0.1258,0.8698,-0.1013,0.88
06:33:35:8,0.1198,0.8778,0.0048,0.89
06:33:35:8,0.1118,0.8838,0.0148,0.89
06:33:35:8,0.0995,0.8898,0.0288,0.90
06:33:35:8,0.0815,0.8938,0.0448,0.90
06:33:35:8,0.0675,0.8978,0.0668,0.90
06:33:35:8,0.0555,0.8978,0.0948,0.90
06:33:35:8,0.0535,0.8878,0.2111,0.91
06:33:35:8,0.0595,0.8698,0.2271,0.90
06:33:35:8,0.0835,0.8358,0.2431,0.87
06:33:35:8,0.1055,0.6918,0.2551,0.74
06:33:35:8,0.1298,0.6578,0.2631,0.72
06:33:35:8,0.1538,0.6217,0.2691,0.69
06:33:35:8,0.1718,0.4857,0.2711,0.58
06:33:35:8,0.1878,0.4717,0.2651,0.57
06:33:35:8,0.1978,0.4657,0.2591,0.57
06:33:35:8,0.2038,0.4677,0.2571,0.57
06:33:35:9,0.1938,0.4917,0.2571,0.59
06:33:35:9,0.1838,0.5237,0.2591,0.61
06:33:35:9,0.1778,0.5637,0.2631,0.65
06:33:35:9,0.1758,0.7078,0.2731,0.78
06:33:35:9,0.1818,0.7298,0.2831,0.80
06:33:35:9,0.1918,0.7458,0.2951,0.82
06:33:35:9,0.2038,0.7518,0.3051,0.84
06:33:35:9,0.2138,0.7518,0.3151,0.84
06:33:35:9,0.2238,0.7458,0.3231,0.84
06:33:35:9,0.2378,0.7338,0.3271,0.84
06:33:35:9,0.2498,0.7178,0.3311,0.83
06:33:35:9,0.2619,0.7018,0.3311,0.82
06:33:35:9,0.2699,0.6798,0.3271,0.80
06:33:35:9,0.2659,0.6818,0.3251,0.80
06:33:35:9,0.2759,0.6518,0.3251,0.78
06:33:35:9,0.2799,0.6257,0.3211,0.76
06:33:36:0,0.2899,0.5077,0.3151,0.66
06:33:36:0,0.3039,0.4937,0.3091,0.66
06:33:36:0,0.3239,0.4797,0.2991,0.65
06:33:36:0,0.3459,0.4697,0.2891,0.65
06:33:36:0,0.3699,0.4597,0.2791,0.65
06:33:36:0,0.3959,0.4537,0.2691,0.66
06:33:36:0,0.5260,0.4477,0.2551,0.74
06:33:36:0,0.5420,0.4497,0.2311,0.74
06:33:36:0,0.5640,0.4557,0.1951,0.75
06:33:36:0,0.5960,0.4577,0.0708,0.75
06:33:36:0,0.6260,0.4577,0.0588,0.78
06:33:36:0,0.7620,0.4517,0.0528,0.89
06:33:36:0,0.7720,0.4457,0.0448,0.89
06:33:36:0,0.7760,0.4497,0.0308,0.90
06:33:36:0,0.7740,0.4537,0.0148,0.90
06:33:36:0,0.7640,0.4597,0.0008,0.89
06:33:36:0,0.7480,0.4677,-0.0013,0.88
06:33:36:0,0.7160,0.4877,-0.0193,0.87
06:33:36:0,0.6720,0.5157,-0.0513,0.85
06:33:36:0,0.4899,0.5497,-0.2093,0.77
06:33:36:0,0.4459,0.6978,-0.2493,0.86
06:33:36:0,0.2999,0.7178,-0.2874,0.83
06:33:36:0,0.2639,0.8438,-0.4414,0.99
06:33:36:1,0.1318,0.8618,-0.4554,0.98
06:33:36:1,0.1098,0.8778,-0.4734,1.00
06:33:36:1,0.0855,0.8878,-0.4894,1.02
06:33:36:1,0.0655,0.8958,-0.4974,1.03
06:33:36:1,0.0515,0.9038,-0.4974,1.03
06:33:36:1,0.0435,0.9099,-0.4914,1.04
06:33:36:1,0.0355,0.9179,-0.4894,1.04
06:33:36:1,0.0295,0.9259,-0.4974,1.05
06:33:36:1,0.0255,0.9379,-0.5014,1.06
06:33:36:1,0.0235,0.9479,-0.5114,1.08
06:33:36:1,0.0215,0.9599,-0.5255,1.09
06:33:36:1,0.0195,0.9681,-0.5375,1.11
06:33:36:1,0.0195,0.9761,-0.5495,1.12
06:33:36:1,0.0195,0.9821,-0.5575,1.13
06:33:36:1,0.0195,0.9861,-0.5575,1.13
06:33:36:1,0.0235,0.9861,-0.5475,1.13
06:33:36:1,0.0295,0.9741,-0.5415,1.11
06:33:36:1,0.0415,0.9579,-0.5335,1.10
06:33:36:1,0.0615,0.9099,-0.5315,1.06
06:33:36:2,0.0895,0.7258,-0.5375,0.91
06:33:36:2,0.1238,0.6678,-0.5415,0.87
06:33:36:2,0.2538,0.4777,-0.5415,0.77
06:33:36:2,0.2639,0.4457,-0.5375,0.75
06:33:36:2,0.2719,0.4177,-0.5134,0.72
06:33:36:2,0.2699,0.4057,-0.4634,0.67
06:33:36:2,0.2538,0.4137,-0.2533,0.55
06:33:36:2,0.2178,0.4497,-0.0653,0.50
06:33:36:2,0.1558,0.5137,0.1551,0.56
06:33:36:2,-0.0525,0.7738,0.3932,0.87
06:33:36:2,-0.1165,0.8338,0.6112,1.04
06:33:36:2,-0.3366,0.9941,0.7853,1.31
06:33:36:2,-0.3846,1.0201,0.8233,1.37
06:33:36:2,-0.5327,1.0321,0.9354,1.49
06:33:36:2,-0.5467,1.0281,0.9154,1.48
06:33:36:2,-0.5447,1.0121,0.8653,1.44
06:33:36:2,-0.5267,0.9841,0.6753,1.30
06:33:36:2,-0.4947,0.9499,0.4952,1.18
06:33:36:2,-0.4527,0.9099,0.2951,1.06
06:33:36:2,-0.3006,0.7638,0.0968,0.83
06:33:36:2,-0.2706,0.7498,-0.0893,0.80
06:33:36:3,-0.2466,0.7518,-0.2734,0.84
06:33:36:3,-0.2326,0.7618,-0.4374,0.91
06:33:36:3,-0.2266,0.7778,-0.4994,0.95
06:33:36:3,-0.2186,0.8058,-0.7155,1.10
06:33:36:3,-0.2246,0.8198,-0.7638,1.14
06:33:36:3,-0.2346,0.8338,-0.9139,1.26
06:33:36:3,-0.2546,0.8518,-0.9339,1.29
06:33:36:3,-0.2786,0.8678,-0.9419,1.31
06:33:36:3,-0.3066,0.8798,-0.9319,1.32
06:33:36:3,-0.3326,0.8838,-0.9099,1.31
06:33:36:3,-0.3546,0.8818,-0.8698,1.29
06:33:36:3,-0.4647,0.8778,-0.7155,1.22
06:33:36:3,-0.4667,0.8718,-0.6595,1.19
06:33:36:3,-0.4667,0.8658,-0.4654,1.09
06:33:36:3,-0.4627,0.8518,-0.4174,1.06
06:33:36:3,-0.4447,0.8298,-0.2614,0.98
06:33:36:3,-0.4107,0.8018,-0.2393,0.93
06:33:36:3,-0.3606,0.7698,-0.2193,0.88
06:33:36:3,-0.1586,0.6257,-0.2073,0.68
06:33:36:3,-0.1005,0.6057,-0.2013,0.65
06:33:36:4,0.0995,0.5877,-0.1993,0.63
06:33:36:4,0.1618,0.5697,-0.1973,0.62
06:33:36:4,0.3719,0.5537,-0.1973,0.70
06:33:36:4,0.4199,0.5417,-0.1953,0.71
06:33:36:4,0.5700,0.5297,-0.1873,0.80
06:33:36:4,0.5880,0.5257,-0.1793,0.81
06:33:36:4,0.5920,0.5217,-0.1653,0.81
06:33:36:4,0.5840,0.5197,-0.1473,0.80
06:33:36:4,0.5680,0.5177,-0.1253,0.78
06:33:36:4,0.5440,0.5197,-0.1093,0.76
06:33:36:4,0.5099,0.5217,-0.0933,0.74
06:33:36:4,0.4719,0.5277,-0.0873,0.71
06:33:36:4,0.3119,0.5357,-0.0873,0.63
06:33:36:4,0.2819,0.5477,-0.0973,0.62
06:33:36:4,0.2518,0.5597,-0.1193,0.63
06:33:36:4,0.1278,0.5757,-0.1473,0.61
06:33:36:4,0.1098,0.5937,-0.1853,0.63
06:33:36:5,0.0895,0.6137,-0.3334,0.70
06:33:36:5,0.0655,0.6317,-0.3694,0.73
06:33:36:5,0.0415,0.6497,-0.4054,0.77
06:33:36:5,-0.0785,0.6678,-0.5455,0.87
06:33:36:5,-0.0965,0.6838,-0.5675,0.89
06:33:36:5,-0.1225,0.6978,-0.5875,0.92
06:33:36:5,-0.1446,0.7058,-0.6095,0.94
06:33:36:5,-0.1726,0.7118,-0.6315,0.97
06:33:36:5,-0.1946,0.7118,-0.6475,0.98
06:33:36:5,-0.3026,0.7098,-0.6595,1.02
06:33:36:5,-0.3026,0.7038,-0.6695,1.02
06:33:36:5,-0.2986,0.6998,-0.6815,1.02
06:33:36:5,-0.2866,0.6938,-0.6895,1.02
06:33:36:5,-0.2626,0.6878,-0.6975,1.01
06:33:36:5,-0.2366,0.6858,-0.7015,1.01
06:33:36:5,-0.2266,0.6798,-0.7075,1.01
06:33:36:5,-0.1926,0.6758,-0.7075,1.00
06:33:36:5,-0.0605,0.6718,-0.7035,0.97
06:33:36:5,-0.0405,0.6678,-0.6955,0.97
06:33:36:5,-0.0185,0.6638,-0.6815,0.95
06:33:36:5,0.0035,0.6638,-0.6615,0.94
06:33:36:5,0.0235,0.6638,-0.6375,0.92
06:33:36:5,0.0395,0.6658,-0.6055,0.90
06:33:36:6,0.0515,0.6698,-0.4694,0.82
06:33:36:6,0.0595,0.6718,-0.4274,0.80
06:33:36:6,0.0595,0.6758,-0.2974,0.74
06:33:36:6,0.0535,0.6838,-0.2674,0.74
06:33:36:6,0.0355,0.6978,-0.2433,0.74
06:33:36:6,0.0055,0.7138,-0.2253,0.75
06:33:36:6,-0.0345,0.7278,-0.2133,0.76
06:33:36:6,-0.2026,0.7398,-0.2213,0.80
06:33:36:6,-0.2466,0.7518,-0.2433,0.83
06:33:36:6,-0.4087,0.7598,-0.2934,0.91
06:33:36:6,-0.4487,0.7618,-0.4694,1.00
06:33:36:6,-0.5827,0.7618,-0.5375,1.10
06:33:36:6,-0.6007,0.7538,-0.7658,1.23
06:33:36:6,-0.6067,0.7498,-0.8098,1.26
06:33:36:6,-0.5987,0.7458,-0.9519,1.35
06:33:36:6,-0.5767,0.7458,-0.9539,1.34
06:33:36:6,-0.5447,0.7498,-0.9399,1.32
06:33:36:6,-0.5007,0.7558,-0.9199,1.29
06:33:36:6,-0.3326,0.7598,-0.8838,1.21
06:33:36:6,-0.2946,0.7598,-0.8458,1.17
06:33:36:7,-0.1626,0.7578,-0.7075,1.05
06:33:36:7,-0.1426,0.7538,-0.6895,1.03
06:33:36:7,-0.1245,0.7478,-0.6695,1.01
06:33:36:7,-0.1145,0.7358,-0.6555,0.99
06:33:36:7,-0.1125,0.7238,-0.6435,0.97
06:33:36:7,-0.1205,0.7138,-0.6275,0.96
06:33:36:7,-0.1346,0.7078,-0.6095,0.94
06:33:36:7,-0.1546,0.7098,-0.5835,0.93
06:33:36:7,-0.1786,0.7158,-0.4614,0.87
06:33:36:7,-0.2066,0.7258,-0.4454,0.88
06:33:36:7,-0.2386,0.7398,-0.4334,0.89
06:33:36:7,-0.3646,0.7558,-0.4234,0.94
06:33:36:7,-0.3766,0.7718,-0.4174,0.95
06:33:36:7,-0.3866,0.7858,-0.4174,0.97
06:33:36:7,-0.3947,0.7958,-0.4194,0.98
06:33:36:7,-0.3987,0.8078,-0.4254,1.00
06:33:36:7,-0.3967,0.8178,-0.4254,1.00
06:33:36:7,-0.3907,0.8298,-0.4234,1.01
06:33:36:7,-0.3826,0.8338,-0.4214,1.01
06:33:36:7,-0.3766,0.8358,-0.4174,1.01
06:33:36:8,-0.3706,0.8358,-0.4154,1.00
06:33:36:8,-0.3626,0.8358,-0.4114,1.00
06:33:36:8,-0.3546,0.8358,-0.4054,0.99
06:33:36:8,-0.3486,0.8338,-0.3994,0.99
06:33:36:8,-0.3426,0.8298,-0.4014,0.98
06:33:36:8,-0.3386,0.8198,-0.4054,0.98
06:33:36:8,-0.3346,0.8138,-0.4094,0.97
06:33:36:8,-0.3286,0.8038,-0.4154,0.96
06:33:36:8,-0.3206,0.7978,-0.4194,0.96
06:33:36:8,-0.3106,0.7878,-0.4194,0.94
06:33:36:8,-0.3026,0.7798,-0.4194,0.94
06:33:36:8,-0.2906,0.7718,-0.4174,0.92
06:33:36:8,-0.2786,0.7678,-0.4094,0.91
06:33:36:8,-0.2686,0.7618,-0.4014,0.90
06:33:36:8,-0.2586,0.7578,-0.3934,0.89
06:33:36:8,-0.2546,0.7598,-0.3834,0.89
06:33:36:8,-0.2526,0.7658,-0.3774,0.89
06:33:36:8,-0.2526,0.7738,-0.3714,0.89
06:33:36:8,-0.2546,0.7838,-0.3714,0.90
06:33:36:9,-0.2606,0.7958,-0.3734,0.92
06:33:36:9,-0.2706,0.8058,-0.3794,0.93
06:33:36:9,-0.2806,0.8178,-0.3854,0.95
06:33:36:9,-0.2946,0.8298,-0.3934,0.96
06:33:36:9,-0.3086,0.8398,-0.3974,0.98
06:33:36:9,-0.3266,0.8478,-0.3994,0.99
06:33:36:9,-0.3466,0.8538,-0.4014,1.01
06:33:36:9,-0.3666,0.8558,-0.3994,1.01
06:33:36:9,-0.3886,0.8558,-0.3934,1.02
06:33:36:9,-0.4107,0.8578,-0.3874,1.03
06:33:36:9,-0.4287,0.8538,-0.3734,1.03
06:33:36:9,-0.4407,0.8538,-0.3554,1.02
06:33:36:9,-0.4507,0.8538,-0.3374,1.02
06:33:36:9,-0.4527,0.8518,-0.3254,1.02
06:33:36:9,-0.4487,0.8478,-0.3154,1.01
06:33:36:9,-0.4367,0.8418,-0.3094,1.00
06:33:36:9,-0.4187,0.8338,-0.3074,0.98
06:33:36:9,-0.3907,0.8258,-0.3074,0.96
06:33:37:0,-0.3566,0.8158,-0.3174,0.95
06:33:37:0,-0.2246,0.8018,-0.3294,0.90
06:33:37:0,-0.2006,0.7858,-0.3434,0.88
06:33:37:0,-0.1806,0.7698,-0.3614,0.87
06:33:37:0,-0.1626,0.7538,-0.3754,0.86
06:33:37:0,-0.1526,0.7398,-0.3854,0.85
06:33:37:0,-0.1446,0.7258,-0.3874,0.84
06:33:37:0,-0.1426,0.7118,-0.3854,0.82
06:33:37:0,-0.1446,0.6998,-0.3754,0.81
06:33:37:0,-0.1506,0.6878,-0.3594,0.79
06:33:37:0,-0.1546,0.6798,-0.3394,0.78
06:33:37:0,-0.1566,0.6738,-0.3214,0.76
06:33:37:0,-0.1606,0.6718,-0.3014,0.75
06:33:37:0,-0.1666,0.6738,-0.2854,0.75
06:33:37:0,-0.1726,0.6758,-0.2714,0.75
06:33:37:0,-0.1766,0.6798,-0.2634,0.75
06:33:37:0,-0.1826,0.6838,-0.2593,0.75
06:33:37:0,-0.1846,0.6898,-0.2634,0.76
06:33:37:0,-0.1866,0.6958,-0.2674,0.77
06:33:37:0,-0.1906,0.7018,-0.2714,0.78
06:33:37:1,-0.1906,0.7078,-0.2734,0.78
06:33:37:1,-0.1906,0.7138,-0.2774,0.79
06:33:37:1,-0.1886,0.7238,-0.2774,0.80
06:33:37:1,-0.1866,0.7338,-0.2754,0.81
06:33:37:1,-0.1826,0.7458,-0.2734,0.82
06:33:37:1,-0.1786,0.7558,-0.2714,0.82
06:33:37:1,-0.1746,0.7638,-0.2674,0.83
06:33:37:1,-0.1706,0.7718,-0.2634,0.83
06:33:37:1,-0.1666,0.7778,-0.2593,0.84
06:33:37:1,-0.1606,0.7798,-0.2533,0.84
06:33:37:1,-0.1586,0.7818,-0.2433,0.83
06:33:37:1,-0.1526,0.7858,-0.2273,0.83
06:33:37:1,-0.1506,0.7838,-0.2113,0.83
06:33:37:1,-0.1446,0.7818,-0.1993,0.82
06:33:37:1,-0.1466,0.7818,-0.1733,0.81
06:33:37:1,-0.1466,0.7818,-0.1433,0.81
06:33:37:1,-0.1466,0.7798,-0.0113,0.79
06:33:37:1,-0.1486,0.7798,0.0008,0.79
06:33:37:1,-0.1466,0.7798,0.0188,0.79
06:33:37:1,-0.1386,0.7758,0.0308,0.79
06:33:37:1,-0.1285,0.7718,0.0308,0.78
06:33:37:1,-0.1125,0.7638,0.0168,0.77
06:33:37:2,-0.0905,0.7538,-0.0093,0.76
06:33:37:2,-0.0665,0.7438,-0.0653,0.75
06:33:37:2,-0.0445,0.7338,-0.2754,0.79
06:33:37:2,-0.0305,0.7218,-0.4474,0.85
06:33:37:2,-0.0245,0.7058,-0.6375,0.95
06:33:37:2,-0.0245,0.6878,-0.8218,1.07
06:33:37:2,-0.0305,0.6678,-0.9739,1.18
06:33:37:2,-0.0365,0.6437,-1.0139,1.20
06:33:37:2,-0.0445,0.6177,-1.1519,1.31
06:33:37:2,-0.0525,0.4957,-1.1559,1.26
06:33:37:2,-0.0525,0.4817,-1.1399,1.24
06:33:37:2,-0.0445,0.4697,-1.1099,1.21
06:33:37:2,-0.0225,0.4537,-1.0679,1.16
06:33:37:2,-0.0005,0.4397,-0.9159,1.02
06:33:37:2,0.0235,0.4297,-0.8738,0.97
06:33:37:2,0.0455,0.4217,-0.7435,0.86
06:33:37:2,0.0675,0.4177,-0.7135,0.83
06:33:37:2,0.1798,0.4197,-0.6775,0.82
06:33:37:2,0.1858,0.4297,-0.5295,0.71
06:33:37:3,0.1858,0.4437,-0.4974,0.69
06:33:37:3,0.1838,0.4697,-0.4554,0.68
06:33:37:3,0.1818,0.5057,-0.2894,0.61
06:33:37:3,0.1738,0.6497,-0.2614,0.72
06:33:37:3,0.1658,0.6878,-0.2313,0.74
06:33:37:3,0.1498,0.8578,-0.1013,0.88
06:33:37:3,0.1358,0.8918,-0.0833,0.91
06:33:37:3,0.1218,0.9239,-0.0733,0.93
06:33:37:3,0.1075,0.9499,-0.0653,0.96
06:33:37:3,0.0955,0.9681,-0.0673,0.98
06:33:37:3,0.0795,0.9861,-0.0713,0.99
06:33:37:3,0.0695,0.9941,-0.0713,1.00
06:33:37:3,0.0555,0.9961,-0.0753,1.00
06:33:37:3,0.0455,0.9921,-0.0773,1.00
06:33:37:3,0.0375,0.9801,-0.0753,0.98
06:33:37:3,0.0335,0.9681,-0.0673,0.97
06:33:37:3,0.0335,0.9519,-0.0533,0.95
06:33:37:3,0.0335,0.9419,-0.0333,0.94
06:33:37:3,0.0435,0.9058,-0.0093,0.91
06:33:37:3,0.0575,0.7758,0.0068,0.78
06:33:37:3,0.0755,0.7498,0.0328,0.75
06:33:37:4,0.0935,0.7238,0.1531,0.75
06:33:37:4,0.1178,0.7018,0.1651,0.73
06:33:37:4,0.1398,0.6778,0.1831,0.72
06:33:37:4,0.1658,0.5637,0.2011,0.62
06:33:37:4,0.2779,0.5597,0.2151,0.66
06:33:37:4,0.2839,0.5597,0.2291,0.67
06:33:37:4,0.2839,0.5637,0.2331,0.67
06:33:37:4,0.2839,0.5717,0.2371,0.68
06:33:37:4,0.2819,0.5797,0.2411,0.69
06:33:37:4,0.2779,0.5917,0.2431,0.70
06:33:37:4,0.2739,0.6057,0.2391,0.71
06:33:37:4,0.2639,0.6217,0.2351,0.72
06:33:37:4,0.2558,0.6377,0.2351,0.73
06:33:37:4,0.2478,0.6518,0.2331,0.74
06:33:37:4,0.2398,0.6638,0.2411,0.75
06:33:37:4,0.2338,0.6778,0.2471,0.76
06:33:37:4,0.2278,0.6918,0.2511,0.77
06:33:37:4,0.2218,0.7038,0.2551,0.78
06:33:37:5,0.2138,0.7138,0.2551,0.79
06:33:37:5,0.2078,0.7198,0.2511,0.79
06:33:37:5,0.2038,0.7258,0.2471,0.79
06:33:37:5,0.2058,0.7258,0.2411,0.79
06:33:37:5,0.2098,0.7238,0.2311,0.79
06:33:37:5,0.2178,0.7178,0.2191,0.78
